text,name,cr,size,type,tags,section,alignment,environment,ac,hp,init,lair?,legendary?,unique?,sources
mm.giant-centipede,Giant Centipede,0.5,Small,Beast,,Misc Creatures,unaligned,"cave, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground",13,4,2,,,,"Basic Rules v1: 23, HotDQ supplement: 9, Monster Manual: 323"
mm.giant-constrictor-snake,Giant Constrictor Snake,2,Huge,Beast,,Misc Creatures,unaligned,"forest, grassland, swamp",12,60,2,,,,"Basic Rules v1: 24, Monster Manual: 324"
mm.giant-crab,Giant Crab,0.125,Medium,Beast,,Misc Creatures,unaligned,"aquatic, coast",15,13,2,,,,"Basic Rules v1: 24, Monster Manual: 324"
tftyp.giant-crayfish,Giant Crayfish,2,Large,Beast,,,unaligned,,15,45,1,,,,Tales from the Yawning Portal: 235
mm.giant-crocodile,Giant Crocodile,5,Huge,Beast,,Misc Creatures,unaligned,"aquatic, coast, swamp",14,85,-1,,,,"Basic Rules v1: 24, Monster Manual: 324"
mm.giant-eagle,Giant Eagle,1,Large,Beast,,Misc Creatures,neutral good,"grassland, mountain",13,26,3,,,,"Basic Rules v1: 24, Monster Manual: 324, Player's Handbook: 306"
mm.giant-elk,Giant Elk,2,Huge,Beast,,Misc Creatures,unaligned,"forest, grassland",14,42,3,,,,"Basic Rules v1: 25, Monster Manual: 325"
mm.giant-fire-beetle,Giant Fire Beetle,0,Small,Beast,,Misc Creatures,unaligned,"cave, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground",13,4,0,,,,"Basic Rules v1: 25, Monster Manual: 325"
toa.giant-four-armed-gargoyle,Giant Four-Armed Gargoyle,10,Large,Elemental,,,chaotic evil,,17,147,0,,,,Tomb of Annihilation: 221
mm.giant-frog,Giant Frog,0.5,Medium,Beast,,Misc Creatures,unaligned,"aquatic, coast, forest, swamp",11,18,1,,,,"Basic Rules v1: 25, HotDQ supplement: 10, Monster Manual: 325"
mm.giant-goat,Giant Goat,0.25,Large,Beast,,Misc Creatures,unaligned,"forest, grassland, mountain",11,19,0,,,,"Basic Rules v1: 25, Monster Manual: 326"
mm.giant-hyena,Giant Hyena,1,Large,Beast,,Misc Creatures,unaligned,"coast, desert, forest, grassland",12,45,2,,,,"Basic Rules v1: 26, Monster Manual: 326"
tftyp.giant-ice-toad,Giant Ice Toad,3,Large,Monstrosity,,,neutral,,14,52,1,,,,Tales from the Yawning Portal: 235
tftyp.giant-lightning-eel,Giant Lightning Eel,3,Large,Beast,,,unaligned,,13,42,3,,,,Tales from the Yawning Portal: 236
mm.giant-lizard,Giant Lizard,0.5,Large,Beast,,Misc Creatures,unaligned,"cave, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground",12,19,1,,,,"Basic Rules v1: 26, HotDQ supplement: 10, Monster Manual: 326"
mm.giant-octopus,Giant Octopus,1,Large,Beast,,Misc Creatures,unaligned,aquatic,11,52,1,,,,"Basic Rules v1: 26, Monster Manual: 326"
mm.giant-owl,Giant Owl,0.5,Large,Beast,,Misc Creatures,neutral,"forest, grassland, urban",12,19,2,,,,"Basic Rules v1: 26, Monster Manual: 327"
mm.giant-poisonous-snake,Giant Poisonous Snake,0.5,Medium,Beast,,Misc Creatures,unaligned,"forest, grassland, swamp",14,11,4,,,,"Basic Rules v1: 27, Monster Manual: 327"
mm.giant-rat,Giant Rat,0.125,Small,Beast,,Misc Creatures,unaligned,"cave, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban",12,7,2,,,,"Basic Rules v1: 27, Monster Manual: 327"
mm.giant-scorpion,Giant Scorpion,3,Large,Beast,,Misc Creatures,unaligned,"cave, coast, desert, dungeon, grassland, ruins, swamp, underground",15,52,1,,,,"Basic Rules v1: 27, Monster Manual: 327"
mm.giant-sea-horse,Giant Sea Horse,0.25,Large,Beast,,Misc Creatures,unaligned,aquatic,13,16,2,,,,"Basic Rules v1: 27, Monster Manual: 328"
mm.giant-shark,Giant Shark,5,Huge,Beast,,Misc Creatures,unaligned,aquatic,13,126,0,,,,"Basic Rules v1: 28, Monster Manual: 328"
tftyp.giant-skeleton,Giant Skeleton,7,Huge,Undead,,,neutral evil,,17,115,0,,,,Tales from the Yawning Portal: 236
toa.giant-snapping-turtle,Giant Snapping Turtle,3,Large,Beast,,,unaligned,,17,75,0,,,,Tomb of Annihilation: 222
mm.giant-spider,Giant Spider,1,Large,Beast,,Misc Creatures,unaligned,"cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban",14,26,3,,,,"Basic Rules v1: 28, HotDQ supplement: 10, Monster Manual: 328, Player's Handbook: 306"
volo.giant-strider,Giant Strider,1,Large,Monstrosity,,Firenewts,neutral evil,"grassland, mountain, underground",14,22,1,,,,"Volo's Guide to Monsters: 143, Tomb of Annihilation: 222"
tftyp.giant-subterranean-lizard,Giant Subterranean Lizard,4,Huge,Beast,,,unaligned,,14,66,-1,,,,Tales from the Yawning Portal: 236
mm.giant-toad,Giant Toad,1,Large,Beast,,Misc Creatures,unaligned,"aquatic, coast, forest, swamp",11,39,1,,,,"Basic Rules v1: 28, Monster Manual: 329"
mm.giant-vulture,Giant Vulture,1,Large,Beast,,Misc Creatures,neutral evil,"desert, grassland, ruins",10,22,13,,,,"Basic Rules v1: 29, Monster Manual: 329"
mm.giant-wasp,Giant Wasp,0.25,Medium,Beast,,Misc Creatures,unaligned,forest,12,13,2,,,,"Basic Rules v1: 29, Monster Manual: 329"
mm.giant-weasel,Giant Weasel,0.125,Medium,Beast,,Misc Creatures,unaligned,"forest, grassland",13,9,3,,,,"Basic Rules v1: 29, Monster Manual: 329"
mm.giant-wolf-spider,Giant Wolf Spider,0.5,Medium,Beast,,Misc Creatures,unaligned,"cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban",13,11,3,,,,"Basic Rules v1: 29, Monster Manual: 330"
mm.gibbering-mouther,Gibbering Mouther,2,Medium,Aberration,,,neutral,"cave, dungeon, planar, underground",9,67,-1,,,,Monster Manual: 157
mtof.giff,Giff,3,Medium,Humanoid,,,lawful neutral,,16,60,2,,,,Mordenkainen's Tome of Foes: 204
volo.girallon,Girallon,4,Large,Monstrosity,,,unaligned,forest,13,59,3,,,,"Volo's Guide to Monsters: 152, Tomb of Annihilation: 222"
toa.girallon-zombie,Girallon Zombie,3,Large,Undead,,Zombies,chaotic evil,,11,59,1,,,,Tomb of Annihilation: 240
mtof.githyanki-gish,Githyanki Gish,10,Medium,Humanoid,Gith,Gith,lawful evil,planar,17,123,2,,,,Mordenkainen's Tome of Foes: 205
mtof.githyanki-kithrak,Githyanki Kith'rak,12,Medium,Humanoid,Gith,Gith,lawful evil,planar,18,180,3,,,,Mordenkainen's Tome of Foes: 205
mm.githyanki-knight,Githyanki Knight,8,Medium,Humanoid,Gith,Gith,lawful evil,"planar, swamp",18,91,2,,,,Monster Manual: 160
mtof.githyanki-supreme-commander,Githyanki Supreme Commander,14,Medium,Humanoid,Gith,Gith,lawful evil,planar,18,187,3,,legendary,,Mordenkainen's Tome of Foes: 206
mm.githyanki-warrior,Githyanki Warrior,3,Medium,Humanoid,Gith,Gith,lawful evil,planar,17,49,2,,,,Monster Manual: 160
mtof.githzerai-anarch,Githzerai Anarch,16,Medium,Humanoid,Gith,Gith,lawful neutral,planar,20,144,5,,legendary,,Mordenkainen's Tome of Foes: 207
mtof.githzerai-enlightened,Githzerai Enlightened,10,Medium,Humanoid,Gith,Gith,lawful neutral,planar,18,112,4,,,,Mordenkainen's Tome of Foes: 208
mm.githzerai-monk,Githzerai Monk,2,Medium,Humanoid,Gith,Gith,lawful neutral,planar,14,38,2,,,,Monster Manual: 161
mm.githzerai-zerth,Githzerai Zerth,6,Medium,Humanoid,Gith,Gith,lawful neutral,planar,17,84,4,,,,Monster Manual: 161
mm.glabrezu,Glabrezu,9,Large,Fiend,Demon,Demons,chaotic evil,"dungeon, planar",17,157,2,,,,Monster Manual: 58
mm.gladiator,Gladiator,5,Medium,Humanoid,any,NPCs,any,urban,16,112,2,,,,Monster Manual: 346
mtof.gloom-weaver,Gloom Weaver,9,Medium,Humanoid,Elf,Shadar-kai,neutral,"planar, urban",14,104,4,,,,Mordenkainen's Tome of Foes: 224
mm.gnoll,Gnoll,0.25,Medium,Humanoid,Gnoll,Gnolls,chaotic evil,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, urban",15,22,1,,,,"Basic Rules v1: 30, Monster Manual: 163"
mm.gnoll-fang-of-yeenoghu,Gnoll Fang of Yeenoghu,4,Medium,Fiend,Gnoll,Gnolls,chaotic evil,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, urban",14,65,2,,,,Monster Manual: 163
volo.gnoll-flesh-gnawer,Gnoll Flesh Gnawer,1,Medium,Humanoid,Gnoll,Gnolls,chaotic evil,"arctic, forest, grassland",14,22,2,,,,Volo's Guide to Monsters: 154
volo.gnoll-hunter,Gnoll Hunter,0.25,Medium,Humanoid,Gnoll,Gnolls,chaotic evil,"arctic, forest, grassland",13,22,2,,,,Volo's Guide to Monsters: 154
mm.gnoll-pack-lord,Gnoll Pack Lord,2,Medium,Humanoid,Gnoll,Gnolls,chaotic evil,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, urban",15,49,2,,,,"Monster Manual: 163, Princes of the Apocalypse Online Supplement v1.0: 18"
volo.gnoll-witherling,Gnoll Witherling,0.5,Medium,Undead,,Gnolls,chaotic evil,"arctic, forest, grassland",12,11,-1,,,,Volo's Guide to Monsters: 155
mm.goat,Goat,0,Medium,Beast,,Misc Creatures,unaligned,"grassland, urban",10,4,0,,,,"Basic Rules v1: 30, Monster Manual: 330"
mm.goblin,Goblin,0.5,Small,Humanoid,Goblinoid,Goblins,neutral evil,"cave, dungeon, forest, grassland, mountain, ruins, urban",15,7,2,,,,"Basic Rules v1: 30, Monster Manual: 166"
mm.goblin-boss,Goblin Boss,1,Small,Humanoid,Goblinoid,Goblins,neutral evil,"cave, dungeon, forest, grassland, mountain, ruins, urban",17,21,2,,,,Monster Manual: 166
mm.gold-dragon-wyrmling,Gold Dragon Wyrmling,3,Medium,Dragon,,Dragons,lawful good,"mountain, ruins",17,60,2,,,,Monster Manual: 115
mm.gorgon,Gorgon,5,Large,Monstrosity,,,unaligned,"mountain, ruins",19,114,0,,,,Monster Manual: 171
mm.goristro,Goristro,17,Huge,Fiend,Demon,Demons,chaotic evil,"dungeon, planar",19,310,0,,,,Monster Manual: 59
mm.gray-ooze,Gray Ooze,0.25,Medium,Ooze,,Oozes,unaligned,dungeon,8,22,-2,,,,"HotDQ supplement: 11, Monster Manual: 243"
mtof.gray-render,Gray Render,12,Large,Monstrosity,,,chaotic neutral,urban,19,189,1,,,,Mordenkainen's Tome of Foes: 209
mm.gray-slaad,Gray Slaad,9,Medium,Aberration,,Slaadi,chaotic neutral,planar,18,127,3,,,,Monster Manual: 277
abyss.grazzt,Graz'zt,24,Large,Fiend,"Demon, Shapechanger",Demon Lords,chaotic evil,,20,378,2,,legendary,unique,Out of the Abyss: 241
mtof.grazzt,Graz'zt,24,Large,Fiend,Demon,Demon Lords,chaotic evil,planar,20,346,2,lair,legendary,unique,Mordenkainen's Tome of Foes: 149
tftyp.greater-zombie,Greater Zombie,5,Medium,Undead,,,neutral evil,,15,97,0,,,,Tales from the Yawning Portal: 237
mtof.green-abishai,Green Abishai,15,Medium,Fiend,Devil,Devils,lawful evil,planar,18,187,3,,,,Mordenkainen's Tome of Foes: 162
mm.green-dragon-wyrmling,Green Dragon Wyrmling,2,Medium,Dragon,,Dragons,lawful evil,forest,17,38,1,,,,Monster Manual: 95
mm.green-hag,Green Hag,3,Medium,Fey,,Hags,neutral evil,"forest, swamp",17,82,1,,,,Monster Manual: 177
mm.green-hag-coven,Green Hag (coven),5,Medium,Fey,,Hags,neutral evil,"forest, swamp",17,82,1,,,,Monster Manual: 177
mm.green-slaad,Green Slaad,8,Large,Aberration,,Slaadi,chaotic neutral,planar,16,127,2,,,,Monster Manual: 277
mm.grell,Grell,3,Medium,Aberration,,,neutral evil,"dungeon, underground",12,55,2,,,,"Monster Manual: 172, Princes of the Apocalypse Online Supplement v1.0: 18"
mm.grick,Grick,2,Medium,Monstrosity,,Grick,neutral,"cave, dungeon, underground",14,27,2,,,,"Basic Rules v1: 30, Monster Manual: 173"
mm.grick-alpha,Grick Alpha,7,Large,Monstrosity,,Grick,neutral,"cave, dungeon, underground",18,75,3,,,,Monster Manual: 173
mm.griffon,Griffon,2,Large,Monstrosity,,,unaligned,"arctic, coast, grassland, mountain",12,59,2,,,,"Basic Rules v1: 31, HotDQ supplement: 11, Monster Manual: 174"
mm.grimlock,Grimlock,0.5,Medium,Humanoid,Grimlock,,neutral evil,"cave, dungeon, underground",11,11,1,,,,Monster Manual: 175
abyss.grisha,Grisha,2,Medium,Humanoid,Damaran Human,,chaotic evil,,18,33,1,,,unique,Out of the Abyss: 232
volo.grung,Grung,0.5,Small,Humanoid,Grung,Grungs,lawful evil,forest,12,11,2,,,,"Volo's Guide to Monsters: 156, Tomb of Annihilation: 223"
volo.grung-elite-warrior,Grung Elite Warrior,2,Small,Humanoid,Grung,Grungs,lawful evil,forest,13,49,3,,,,"Volo's Guide to Monsters: 157, Tomb of Annihilation: 223"
volo.grung-wildling,Grung Wildling,1,Small,Humanoid,Grung,Grungs,lawful evil,forest,13,27,3,,,,"Volo's Guide to Monsters: 157, Tomb of Annihilation: 224"
mm.guard,Guard,0.125,Medium,Humanoid,any,NPCs,any,urban,16,11,1,,,,"Basic Rules v1: 54, HotDQ supplement: 11, Monster Manual: 347"
volo.guard-drake,Guard Drake,2,Medium,Dragon,,,unaligned,"dungeon, urban",14,52,0,,,,"Hoard of the Dragon Queen: 91, Rise of Tiamat: 90, Volo's Guide to Monsters: 158"
mm.guardian-naga,Guardian Naga,10,Large,Monstrosity,,Nagas,lawful good,"cave, coast, forest, ruins",15,75,3,,,,Monster Manual: 234
strahd.guardian-portrait,Guardian Portrait,1,Medium,Construct,,,unaligned,,5,22,-5,,,,Curse of Strahd: 227
mm.gynosphinx,Gynosphinx,11,Large,Monstrosity,,Sphinxes,lawful neutral,"dungeon, ruins",17,136,2,lair,legendary,,Monster Manual: 282
volo.hadrosaurus,Hadrosaurus,0.5,Large,Beast,,Dinosaurs,unaligned,"grassland, swamp",11,19,0,,,,"Volo's Guide to Monsters: 140, Tomb of Annihilation: 224"
mm.half-ogre,Half-Ogre,1,Large,Giant,,Ogres,chaotic evil,"arctic, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, urban",12,30,0,,,,"Monster Manual: 238, Princes of the Apocalypse Online Supplement v1.0: 19"
mm.half-red-dragon-veteran,Half-Red Dragon Veteran,5,Medium,Humanoid,Human,Half-Dragon,any,"arctic, coast, desert, grassland, mountain, urban",18,65,1,,,,Monster Manual: 180
mm.harpy,Harpy,1,Medium,Monstrosity,,,chaotic evil,"coast, forest, mountain",11,38,1,,,,"Basic Rules v1: 31, Monster Manual: 181"
mm.hawk,Hawk,0,Tiny,Beast,,Misc Creatures,unaligned,"grassland, mountain",13,1,3,,,,"Basic Rules v1: 31, Monster Manual: 330, Player's Handbook: 306"
mm.hell-hound,Hell Hound,3,Medium,Fiend,,,lawful evil,"dungeon, planar, urban",15,45,1,,,,"Basic Rules v1: 32, Monster Manual: 182"
apoc.hellenrae,Hellenrae,5,Medium,Humanoid,Human,Black Earth Cultists,neutral evil,,16,78,4,,,unique,Princes of the Apocalypse: 198
mtof.hellfire-engine,Hellfire Engine,16,Huge,Construct,,Devils,lawful evil,planar,18,216,3,,,,Mordenkainen's Tome of Foes: 165
mm.helmed-horror,Helmed Horror,4,Medium,Construct,,,neutral,"dungeon, ruins, urban",20,60,1,,,,"HotDQ supplement: 11, Monster Manual: 183, Princes of the Apocalypse Online Supplement v1.0: 19"
mm.hezrou,Hezrou,8,Large,Fiend,Demon,Demons,chaotic evil,"dungeon, planar",16,136,3,,,,"Monster Manual: 60, Princes of the Apocalypse Online Supplement v1.0: 19"
mm.hill-giant,Hill Giant,5,Huge,Giant,,Giants,chaotic evil,"arctic, coast, grassland",13,105,-1,,,,"Basic Rules v1: 32, Monster Manual: 155"
mm.hippogriff,Hippogriff,1,Large,Monstrosity,,,unaligned,mountain,11,19,1,,,,"Basic Rules v1: 32, Monster Manual: 184"
mm.hobgoblin,Hobgoblin,0.25,Medium,Humanoid,Goblinoid,Hobgoblins,lawful evil,"arctic, coast, grassland, mountain, urban",18,11,1,,,,"Basic Rules v1: 32, HotDQ supplement: 12, Monster Manual: 186"
mm.hobgoblin-captain,Hobgoblin Captain,3,Medium,Humanoid,Goblinoid,Hobgoblins,lawful evil,"arctic, coast, grassland, mountain, urban",17,39,2,,,,"HotDQ supplement: 12, Monster Manual: 186, Princes of the Apocalypse Online Supplement v1.0: 20"
volo.hobgoblin-devastator,Hobgoblin Devastator,4,Medium,Humanoid,Goblinoid,Hobgoblins,lawful evil,"forest, grassland",13,45,1,,,,Volo's Guide to Monsters: 161
volo.hobgoblin-iron-shadow,Hobgoblin Iron Shadow,2,Medium,Humanoid,Goblinoid,Hobgoblins,lawful evil,"forest, grassland",15,32,3,,,,Volo's Guide to Monsters: 162
mm.hobgoblin-warlord,Hobgoblin Warlord,6,Medium,Humanoid,Goblinoid,Hobgoblins,lawful evil,"arctic, coast, grassland, mountain, urban",20,97,2,,,,Monster Manual: 187
mm.homunculus,Homunculus,0,Tiny,Construct,,,neutral,"dungeon, urban",13,5,2,,,,Monster Manual: 188
mm.hook-horror,Hook Horror,3,Large,Monstrosity,,,neutral,"dungeon, underground",15,75,0,,,,"Monster Manual: 189, Princes of the Apocalypse Online Supplement v1.0: 20"
abyss.hook-horror-servant,Hook Horror Servant,3,Medium,Plant,,,unaligned,,15,75,0,,,,Out of the Abyss: 229
mm.horned-devil,Horned Devil,11,Large,Fiend,Devil,Devils,lawful evil,"dungeon, planar",18,178,3,,,,Monster Manual: 74
mtof.howler,Howler,8,Large,Fiend,,,chaotic evil,planar,16,90,3,,,,Mordenkainen's Tome of Foes: 210
apoc.howling-hatred-initiate,Howling Hatred Initiate,0.125,Medium,Humanoid,Human,Howling Hatred Cultists,neutral evil,"arctic, cave, coast, desert, dungeon, grassland, mountain, ruins",13,9,2,,,,Princes of the Apocalypse: 190
apoc.howling-hatred-priest,Howling Hatred Priest,2,Medium,Humanoid,Human,Howling Hatred Cultists,neutral evil,"arctic, cave, coast, desert, dungeon, grassland, mountain, ruins",15,45,3,,,,Princes of the Apocalypse: 190
sking.hulking-crab,Hulking Crab,5,Huge,Beast,,,unaligned,,17,76,-1,,,,Storm King's Thunder: 240
mm.hunter-shark,Hunter Shark,2,Large,Beast,,Misc Creatures,unaligned,aquatic,12,45,1,,,,"Basic Rules v1: 33, Monster Manual: 330"
apoc.hurricane,Hurricane,2,Medium,Humanoid,Human,Howling Hatred Cultists,lawful evil,"arctic, cave, coast, desert, dungeon, grassland, mountain, ruins",14,33,3,,,,Princes of the Apocalypse: 191
mtof.hutijin,Hutijin,21,Large,Fiend,Devil,Archdevils,lawful evil,planar,19,200,2,,legendary,unique,Mordenkainen's Tome of Foes: 175
mm.hydra,Hydra,8,Huge,Monstrosity,,,unaligned,"aquatic, cave, coast, dungeon, forest, mountain, ruins, swamp, underground",15,172,1,,,,"Basic Rules v1: 33, Monster Manual: 190"
mtof.hydroloth,Hydroloth,9,Medium,Fiend,Yugoloth,Yugoloths,neutral evil,planar,15,135,5,,,,Mordenkainen's Tome of Foes: 249
mm.hyena,Hyena,0,Medium,Beast,,Misc Creatures,unaligned,"forest, grassland",11,5,1,,,,"Basic Rules v1: 33, Monster Manual: 331"
mm.ice-devil,Ice Devil,14,Large,Fiend,Devil,Devils,lawful evil,"dungeon, planar",18,180,2,,,,Monster Manual: 75
mm.ice-mephit,Ice Mephit,0.25,Small,Elemental,,Mephits,neutral evil,"arctic, dungeon, planar, urban",11,21,1,,,,"Monster Manual: 215, Princes of the Apocalypse Online Supplement v1.0: 20"
tiamat.ice-toad,Ice Toad,1,Medium,Monstrosity,,,neutral,arctic,12,32,0,,,,Rise of Tiamat: 90
volo.illusionist,Illusionist,3,Medium,Humanoid,Any Race,NPCs,any,urban,12,38,2,,,,"Volo's Guide to Monsters: 214, Tales from the Yawning Portal: 237"
apoc.imix,Imix,19,Huge,Elemental,,Princes of Elemental Evil,neutral evil,,17,325,7,lair,legendary,unique,Princes of the Apocalypse: 214
mm.imp,Imp,1,Tiny,Fiend,"Devil, Shapechanger",Devils,lawful evil,"dungeon, planar",13,10,3,,,,"Monster Manual: 76, Player's Handbook: 306"
mm.intellect-devourer,Intellect Devourer,2,Tiny,Aberration,,,lawful evil,"dungeon, underground",12,21,2,,,,Monster Manual: 191
mm.invisible-stalker,Invisible Stalker,6,Medium,Elemental,,,neutral,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, planar, ruins, swamp, underground, urban",14,104,4,,,,"Monster Manual: 192, Princes of the Apocalypse Online Supplement v1.0: 21"
mtof.iron-cobra,Iron Cobra,4,Medium,Construct,,Clockworks,unaligned,planar,13,45,3,,,,Mordenkainen's Tome of Foes: 125
mm.iron-golem,Iron Golem,16,Large,Construct,,Golems,unaligned,"dungeon, ruins, urban",20,210,-1,,,,Monster Manual: 170
abyss.ixitxachitl,Ixitxachitl,0.5,Small,Aberration,,,chaotic evil,,15,18,3,,,,Out of the Abyss: 225
sking.iymrith-the-dragon,Iymrith the Dragon,23,Gargantuan,Dragon,,,lawful evil,,22,481,0,lair,legendary,unique,Storm King's Thunder: 241
strahd.izek-strazni,Izek Strazni,5,Medium,Humanoid,Human,,neutral evil,,14,112,2,,,,Curse of Strahd: 232
mm.jackal,Jackal,0,Small,Beast,,Misc Creatures,unaligned,"desert, grassland",12,3,2,,,,"Basic Rules v1: 33, Monster Manual: 331"
mm.jackalwere,Jackalwere,0.25,Medium,Humanoid,Shapechanger,,chaotic evil,"desert, grassland, urban",12,18,2,,,,"Monster Manual: 193, Princes of the Apocalypse Online Supplement v1.0: 21"
toa.jaculi,Jaculi,0.25,Large,Beast,,,unaligned,,14,16,2,,,,Tomb of Annihilation: 225
hoard.jamna-gleamsilver,Jamna Gleamsilver,1,Small,Humanoid,Gnome,,neutral,,15,22,3,,,unique,Hoard of the Dragon Queen: 91
abyss.juiblex,Juiblex,23,Huge,Fiend,Demon,Demon Lords,chaotic evil,,18,350,0,,legendary,unique,Out of the Abyss: 243
mtof.juiblex,Juiblex,23,Huge,Fiend,Demon,Demon Lords,chaotic evil,planar,18,350,0,lair,legendary,unique,Mordenkainen's Tome of Foes: 151
tftyp.kalka-kylla,Kalka-Kylla,3,Large,Monstrosity,,,neutral,,15,85,1,,,unique,Tales from the Yawning Portal: 238
toa.kamadan,Kamadan,4,Large,Monstrosity,,,unaligned,,13,67,3,,,,Tomb of Annihilation: 225
tftyp.kelpie,Kelpie,4,Medium,Plant,,,neutral evil,,14,67,2,,,,Tales from the Yawning Portal: 238
mm.kenku,Kenku,0.5,Medium,Humanoid,Kenku,,chaotic neutral,"arctic, coast, desert, forest, grassland, mountain, ruins, urban",13,13,3,,,,"Monster Manual: 194, Princes of the Apocalypse Online Supplement v1.0: 21"
volo.ki-rin,Ki-rin,12,Huge,Celestial,,,lawful good,"coast, desert, grassland, mountain",20,152,3,,,,Volo's Guide to Monsters: 163
mm.killer-whale,Killer Whale,3,Huge,Beast,,Misc Creatures,unaligned,aquatic,12,90,0,,,,"Basic Rules v1: 34, Monster Manual: 331"
mm.knight,Knight,3,Medium,Humanoid,any,NPCs,any,urban,18,52,0,,,,"Basic Rules v1: 54, HotDQ supplement: 12, Monster Manual: 347"
mm.kobold,Kobold,0.125,Small,Humanoid,Kobold,Kobolds,lawful evil,"cave, dungeon, mountain, underground",12,5,2,,,,"Basic Rules v1: 34, HotDQ supplement: 13, Monster Manual: 195"
volo.kobold-dragonshield,Kobold Dragonshield,1,Small,Humanoid,Kobold,Kobolds,lawful evil,"forest, grassland, mountain, underground, urban",15,44,2,,,,Volo's Guide to Monsters: 165
volo.kobold-inventor,Kobold Inventor,0.5,Small,Humanoid,Kobold,Kobolds,lawful evil,"forest, grassland, mountain, underground, urban",12,13,2,,,,"Volo's Guide to Monsters: 166, Tomb of Annihilation: 226"
volo.kobold-scale-sorcerer,Kobold Scale Sorcerer,1,Small,Humanoid,Kobold,Kobolds,lawful evil,"forest, grassland, mountain, underground, urban",15,27,2,,,,"Volo's Guide to Monsters: 167, Tomb of Annihilation: 226"
volo.korred,Korred,7,Small,Fey,,,chaotic neutral,forest,17,102,2,,,,Volo's Guide to Monsters: 168
mm.kraken,Kraken,23,Gargantuan,Monstrosity,Titan,,chaotic evil,"aquatic, coast",18,472,0,lair,legendary,,Monster Manual: 197
volo.kraken-priest,Kraken Priest,5,Medium,Humanoid,Any Race,NPCs,any,"coast, aquatic",10,75,0,,,,Volo's Guide to Monsters: 215
mtof.kruthik-hive-lord,Kruthik Hive Lord,5,Large,Monstrosity,,Kruthiks,unaligned,"cave, underground",20,102,3,,,,Mordenkainen's Tome of Foes: 212
mm.kuo-toa,Kuo-toa,0.5,Medium,Humanoid,Kuo-toa,Kuo-toa,neutral evil,"aquatic, coast",13,18,0,,,,"Monster Manual: 199, Princes of the Apocalypse Online Supplement v1.0: 22"
mm.kuo-toa-archpriest,Kuo-toa Archpriest,6,Medium,Humanoid,Kuo-toa,Kuo-toa,neutral evil,"aquatic, coast",13,97,2,,,,"Monster Manual: 200, Princes of the Apocalypse Online Supplement v1.0: 22"
mm.kuo-toa-monitor,Kuo-toa Monitor,3,Medium,Humanoid,Kuo-toa,Kuo-toa,neutral evil,"aquatic, coast",13,65,0,,,,Monster Manual: 198
mm.kuo-toa-whip,Kuo-toa Whip,1,Medium,Humanoid,Kuo-toa,Kuo-toa,neutral evil,"aquatic, coast",11,65,0,,,,"Monster Manual: 200, Princes of the Apocalypse Online Supplement v1.0: 23"
mm.lamia,Lamia,4,Large,Monstrosity,,,chaotic evil,"desert, ruins",13,97,1,,,,Monster Manual: 201
hoard.langdedrosa-cynwrath,Langdedrosa Cyanwrath,4,Medium,Humanoid,Half-Dragon,,lawful evil,,17,57,1,,,unique,Hoard of the Dragon Queen: 91
mm.lemure,Lemure,0,Medium,Fiend,Devil,Devils,lawful evil,"dungeon, planar",7,13,-3,,,,Monster Manual: 76
tftyp.leucrotta,Leucrotta,3,Large,Monstrosity,,,chaotic evil,,14,67,2,,,,Tales from the Yawning Portal: 239
volo.leucrotta,Leucrotta,3,Large,Monstrosity,,,chaotic evil,"desert, grassland",14,67,2,,,,Volo's Guide to Monsters: 169
mtof.leviathan,Leviathan,20,Gargantuan,Elemental,,Elder Elementals,neutral,"aquatic, planar",17,328,7,,legendary,,Mordenkainen's Tome of Foes: 198
toa.liara-portyr,Liara Portyr,4,Medium,Humanoid,Human,,lawful evil,,15,84,1,,,unique,Tomb of Annihilation: 227
mm.lich,Lich,21,Medium,Undead,,,any evil,"dungeon, ruins, urban",17,135,3,,legendary,,"Monster Manual: 202, Princes of the Apocalypse Online Supplement v1.0: 23"
mm.lich-in-lair,Lich (in lair),22,Medium,Undead,,,any evil,"dungeon, ruins, urban",17,135,3,lair,legendary,,Monster Manual: 202
mm.lion,Lion,1,Large,Beast,,Misc Creatures,unaligned,grassland,12,26,2,,,,"Basic Rules v1: 34, Monster Manual: 331, Player's Handbook: 307"
mm.lizard,Lizard,0,Tiny,Beast,,Misc Creatures,unaligned,"cave, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground",10,2,0,,,,"Basic Rules v1: 34, Monster Manual: 332"
